64, 1.822392e+09
64, 1.996824e+09
64, 1.371131e+09
128, 4.426416e+09
128, 4.517040e+09
128, 4.076261e+09
256, 6.865652e+09
256, 4.129064e+09
256, 6.443487e+09
512, 1.146577e+10
512, 1.287600e+10
512, 1.220889e+10
1024, 2.600903e+10
1024, 2.765965e+10
1024, 2.756694e+10
2048, 4.828322e+10
2048, 4.565048e+10
2048, 4.690094e+10
4096, 1.362465e+11
4096, 1.629407e+11
4096, 1.249327e+11
8192, 3.167075e+11
8192, 1.799178e+11
8192, 2.946340e+11
16384, 4.789807e+11
16384, 5.202312e+11
16384, 4.822154e+11
32768, 1.011682e+12
32768, 9.315385e+11
32768, 7.066662e+11
65536, 9.042149e+11
65536, 7.691483e+11
65536, 1.098516e+12
131072, 1.130235e+12
131072, 1.297829e+12
131072, 1.157622e+12
262144, 1.249699e+12
262144, 1.349385e+12
262144, 1.180462e+12
524288, 1.114403e+12
524288, 1.280215e+12
524288, 1.561781e+12
1048576, 1.797826e+12
1048576, 1.652877e+12
1048576, 1.665764e+12
2097152, 2.178625e+12
2097152, 1.946466e+12
2097152, 1.997897e+12
