64, 2.233410e-02, 1.774363e+10
64, 2.250409e-02, 1.760960e+10
64, 2.262092e-02, 1.751865e+10
128, 2.416205e-02, 3.267537e+10
128, 2.220702e-02, 3.555200e+10
128, 2.242303e-02, 3.520952e+10
256, 1.042215e+00, 1.512103e+09
256, 2.234602e-02, 7.052424e+10
256, 2.365398e-02, 6.662455e+10
512, 2.342415e-02, 1.344254e+11
512, 2.448201e-02, 1.286169e+11
512, 1.081071e-01, 2.912667e+10
1024, 2.548790e-02, 2.469614e+11
1024, 2.455711e-02, 2.563220e+11
1024, 1.043688e+00, 6.031045e+09
2048, 6.952214e-02, 1.810356e+11
2048, 2.744579e-02, 4.585761e+11
2048, 2.690411e-02, 4.678090e+11
4096, 3.233290e-02, 7.784300e+11
4096, 3.301597e-02, 7.623250e+11
4096, 3.215599e-02, 7.827125e+11
8192, 4.279494e-02, 1.176184e+12
8192, 4.190779e-02, 1.201083e+12
8192, 4.215503e-02, 1.194038e+12
16384, 6.495190e-02, 1.549860e+12
16384, 6.259203e-02, 1.608294e+12
16384, 6.319213e-02, 1.593021e+12
32768, 1.204533e+00, 1.671434e+11
32768, 1.050189e-01, 1.917081e+12
32768, 1.052060e-01, 1.913671e+12
65536, 1.885118e-01, 2.135973e+12
65536, 1.880901e-01, 2.140763e+12
65536, 1.882570e-01, 2.138865e+12
131072, 3.547509e-01, 2.270070e+12
131072, 3.555741e-01, 2.264814e+12
131072, 3.648269e-01, 2.207374e+12
262144, 6.972020e-01, 2.310114e+12
262144, 2.361647e+00, 6.819883e+11
262144, 7.098079e-01, 2.269087e+12
524288, 1.397894e+00, 2.304344e+12
524288, 1.403522e+00, 2.295104e+12
524288, 1.408930e+00, 2.286294e+12
1048576, 2.783828e+00, 2.314243e+12
1048576, 2.758043e+00, 2.335879e+12
1048576, 2.715357e+00, 2.372599e+12
2097152, 5.394646e+00, 2.388462e+12
2097152, 5.402418e+00, 2.385026e+12
2097152, 5.397938e+00, 2.387005e+12
4194304, 1.100886e+01, 2.340824e+12
4194304, 1.097297e+01, 2.348482e+12
4194304, 1.078351e+01, 2.389742e+12
8388608, 2.160904e+01, 2.385095e+12
8388608, 2.187165e+01, 2.356457e+12
8388608, 2.182226e+01, 2.361790e+12
16777216, 4.391289e+01, 2.347357e+12
16777216, 4.434031e+01, 2.324729e+12
16777216, 4.406604e+01, 2.339198e+12
33554432, 8.778520e+01, 2.348442e+12
33554432, 8.742204e+01, 2.358198e+12
33554432, 8.714760e+01, 2.365624e+12
67108864, 1.745712e+02, 2.361884e+12
67108864, 1.751906e+02, 2.353533e+12
67108864, 1.752968e+02, 2.352108e+12
134217728, 3.500202e+02, 2.355961e+12
134217728, 3.500454e+02, 2.355791e+12
134217728, 3.501282e+02, 2.355233e+12
