64, 1.797296e+09
64, 2.148250e+09
64, 2.764435e+09
128, 6.392690e+09
128, 4.820011e+09
128, 3.718123e+09
256, 1.155621e+10
256, 1.004229e+10
256, 1.072393e+10
512, 1.973932e+10
512, 1.345883e+10
512, 2.474602e+10
1024, 2.492901e+10
1024, 3.504385e+10
1024, 2.356870e+10
2048, 5.854000e+10
2048, 4.678111e+10
2048, 6.047753e+10
4096, 8.619434e+10
4096, 7.086203e+10
4096, 6.401128e+10
8192, 1.258549e+11
8192, 1.340886e+11
8192, 1.489320e+11
16384, 1.932995e+11
16384, 2.696885e+11
16384, 3.620293e+11
32768, 6.776918e+11
32768, 7.846440e+11
32768, 5.822689e+11
65536, 1.432796e+12
65536, 1.624373e+12
65536, 9.019838e+11
131072, 1.198558e+12
131072, 1.053568e+12
131072, 2.184114e+12
262144, 2.297279e+12
262144, 2.398593e+12
262144, 2.190465e+12
524288, 2.317738e+12
524288, 2.406103e+12
524288, 2.369671e+12
1048576, 2.385948e+12
1048576, 2.346632e+12
1048576, 2.425081e+12
2097152, 2.393237e+12
2097152, 2.403670e+12
2097152, 2.394185e+12
4194304, 2.365407e+12
4194304, 2.352773e+12
4194304, 2.365497e+12
8388608, 2.373577e+12
8388608, 2.409605e+12
8388608, 2.402211e+12
16777216, 2.407108e+12
16777216, 2.385521e+12
16777216, 2.360534e+12
33554432, 2.389277e+12
33554432, 2.390982e+12
33554432, 2.391584e+12
67108864, 2.395656e+12
67108864, 2.387769e+12
67108864, 2.385642e+12
134217728, 2.381555e+12
134217728, 2.377673e+12
134217728, 2.378880e+12
