64, 4.211211e-02, 9.410309e+09
64, 5.260205e-02, 7.533698e+09
64, 3.245521e-02, 1.221031e+10
128, 2.259207e-02, 3.494607e+10
128, 1.305220e-01, 6.048819e+09
128, 2.175403e-02, 3.629232e+10
256, 4.838800e-02, 3.256873e+10
256, 5.519009e-02, 2.855469e+10
256, 4.892206e-02, 3.221320e+10
512, 4.941010e-02, 6.372786e+10
512, 1.042037e+00, 3.021774e+09
512, 5.060697e-02, 6.222068e+10
1024, 1.389048e-01, 4.531541e+10
1024, 3.916097e-02, 1.607347e+11
1024, 2.506995e-02, 2.510786e+11
2048, 3.062510e-02, 4.109695e+11
2048, 5.985713e-02, 2.102671e+11
2048, 3.559995e-02, 3.535394e+11
4096, 1.058323e+00, 2.378186e+10
4096, 7.477593e-02, 3.365909e+11
4096, 3.266287e-02, 7.705660e+11
8192, 4.301500e-02, 1.170167e+12
8192, 8.674812e-02, 5.802399e+11
8192, 8.582091e-02, 5.865088e+11
16384, 7.291698e-02, 1.380561e+12
16384, 6.376195e-02, 1.578784e+12
16384, 7.098413e-02, 1.418153e+12
32768, 2.631910e-01, 7.649565e+11
32768, 1.353879e-01, 1.487058e+12
32768, 3.095551e-01, 6.503840e+11
65536, 1.881242e-01, 2.140375e+12
65536, 1.897371e-01, 2.122180e+12
65536, 1.875429e-01, 2.147009e+12
131072, 3.638949e-01, 2.213027e+12
131072, 3.619890e-01, 2.224679e+12
131072, 3.531711e-01, 2.280225e+12
262144, 7.376201e-01, 2.183530e+12
262144, 2.361389e+00, 6.820628e+11
262144, 6.954992e-01, 2.315770e+12
524288, 1.404928e+00, 2.292807e+12
524288, 1.356047e+00, 2.375455e+12
524288, 3.680942e+00, 8.751098e+11
1048576, 2.686548e+00, 2.398042e+12
1048576, 2.703385e+00, 2.383106e+12
1048576, 2.686858e+00, 2.397765e+12
2097152, 5.344682e+00, 2.410790e+12
2097152, 1.161794e+01, 1.109052e+12
2097152, 5.349838e+00, 2.408466e+12
4194304, 1.064534e+01, 2.420760e+12
4194304, 1.062858e+01, 2.424576e+12
4194304, 1.067360e+01, 2.414350e+12
8388608, 4.324456e+01, 1.191817e+12
8388608, 2.145899e+01, 2.401773e+12
8388608, 2.140056e+01, 2.408330e+12
16777216, 8.545021e+01, 1.206307e+12
16777216, 4.279257e+01, 2.408811e+12
16777216, 4.273086e+01, 2.412290e+12
33554432, 8.561685e+01, 2.407919e+12
33554432, 8.582860e+01, 2.401978e+12
33554432, 8.488557e+01, 2.428663e+12
67108864, 3.385003e+02, 1.218069e+12
67108864, 1.707009e+02, 2.415434e+12
67108864, 1.692906e+02, 2.435557e+12
134217728, 3.387447e+02, 2.434381e+12
134217728, 6.758858e+02, 1.220078e+12
134217728, 3.396768e+02, 2.427701e+12
