64, 8.114195e-02, 4.883886e+09
64, 2.198410e-02, 1.802612e+10
64, 2.921319e-02, 1.356538e+10
128, 2.195096e-02, 3.596672e+10
128, 2.234292e-02, 3.533576e+10
128, 8.249211e-02, 9.570660e+09
256, 2.515602e-02, 6.264647e+10
256, 2.307606e-02, 6.829312e+10
256, 2.915502e-02, 5.405368e+10
512, 2.775383e-02, 1.134546e+11
512, 2.294517e-02, 1.372315e+11
512, 3.128600e-02, 1.006457e+11
1024, 3.072691e-02, 2.048539e+11
1024, 8.669400e-02, 7.260627e+10
1024, 2.386999e-02, 2.637005e+11
2048, 3.445697e-02, 3.652667e+11
2048, 2.770805e-02, 4.542356e+11
2048, 3.290510e-02, 3.824934e+11
4096, 3.888702e-02, 6.472312e+11
4096, 3.762484e-02, 6.689437e+11
4096, 3.202510e-02, 7.859116e+11
8192, 4.224396e-02, 1.191525e+12
8192, 1.232300e-01, 4.084616e+11
8192, 4.794312e-02, 1.049884e+12
16384, 6.918883e-02, 1.454951e+12
16384, 6.885600e-02, 1.461984e+12
16384, 6.846118e-02, 1.470415e+12
32768, 1.148460e-01, 1.753040e+12
32768, 1.043909e-01, 1.928614e+12
32768, 1.091352e-01, 1.844774e+12
65536, 1.956780e-01, 2.057749e+12
65536, 1.969759e-01, 2.044190e+12
65536, 1.888490e-01, 2.132160e+12
131072, 3.534729e-01, 2.278277e+12
131072, 3.648551e-01, 2.207204e+12
131072, 3.588340e-01, 2.244239e+12
262144, 6.855009e-01, 2.349546e+12
262144, 6.992180e-01, 2.303453e+12
262144, 7.165718e-01, 2.247668e+12
524288, 1.355144e+00, 2.377038e+12
524288, 2.738994e+00, 1.176063e+12
524288, 1.357110e+00, 2.373594e+12
1048576, 2.690485e+00, 2.394533e+12
1048576, 2.716299e+00, 2.371776e+12
1048576, 2.753131e+00, 2.340046e+12
2097152, 5.331611e+00, 2.416700e+12
2097152, 5.356562e+00, 2.405443e+12
2097152, 5.345994e+00, 2.410198e+12
4194304, 1.063895e+01, 2.422214e+12
4194304, 1.074490e+01, 2.398330e+12
4194304, 1.064699e+01, 2.420384e+12
8388608, 2.124032e+01, 2.426499e+12
8388608, 2.121357e+01, 2.429558e+12
8388608, 2.132109e+01, 2.417307e+12
16777216, 4.275863e+01, 2.410723e+12
16777216, 4.292258e+01, 2.401515e+12
16777216, 4.299634e+01, 2.397395e+12
33554432, 8.548212e+01, 2.411714e+12
33554432, 8.658630e+01, 2.380959e+12
33554432, 8.477089e+01, 2.431948e+12
67108864, 1.697087e+02, 2.429557e+12
67108864, 1.694261e+02, 2.433608e+12
67108864, 1.694125e+02, 2.433804e+12
134217728, 3.387407e+02, 2.434410e+12
134217728, 3.384512e+02, 2.436492e+12
134217728, 3.387615e+02, 2.434261e+12
