64, 2.461004e-02, 1.610269e+10
64, 2.784014e-02, 1.423441e+10
64, 2.218604e-02, 1.786204e+10
128, 2.636194e-02, 2.994863e+10
128, 2.397299e-02, 3.293307e+10
128, 2.150011e-02, 3.672093e+10
256, 3.148985e-02, 5.004584e+10
256, 2.409196e-02, 6.541336e+10
256, 1.308479e-01, 1.204403e+10
512, 2.545309e-02, 1.237099e+11
512, 2.692485e-02, 1.169477e+11
512, 2.392101e-02, 1.316332e+11
1024, 2.470589e-02, 2.547785e+11
1024, 2.441287e-02, 2.578365e+11
1024, 2.530193e-02, 2.487766e+11
2048, 3.212094e-02, 3.918311e+11
2048, 2.767706e-02, 4.547443e+11
2048, 4.590511e-02, 2.741739e+11
4096, 3.447795e-02, 7.299998e+11
4096, 3.471208e-02, 7.250761e+11
4096, 3.494906e-02, 7.201594e+11
8192, 4.264212e-02, 1.180399e+12
8192, 4.838705e-02, 1.040252e+12
8192, 4.483485e-02, 1.122669e+12
16384, 6.624508e-02, 1.519605e+12
16384, 7.667899e-02, 1.312829e+12
16384, 6.341505e-02, 1.587421e+12
32768, 1.106131e-01, 1.820125e+12
32768, 1.318362e-01, 1.527120e+12
32768, 
