64, 3.110338e+09
64, 2.752733e+09
64, 2.572971e+09
128, 4.636752e+09
128, 5.706049e+09
128, 5.909630e+09
256, 9.950765e+09
256, 1.240845e+10
256, 8.937250e+09
512, 2.084403e+10
512, 1.562183e+10
512, 1.921011e+10
1024, 2.161864e+10
1024, 2.512064e+10
1024, 3.134220e+10
2048, 6.736114e+10
2048, 3.795715e+10
2048, 5.294659e+10
4096, 8.081397e+10
4096, 8.238938e+10
4096, 6.896466e+10
8192, 1.281712e+11
8192, 1.724736e+11
8192, 1.316634e+11
16384, 2.411374e+11
16384, 2.040703e+11
16384, 2.374183e+11
32768, 5.214124e+11
32768, 8.124578e+11
32768, 3.375699e+11
65536, 1.276233e+12
65536, 3.799055e+11
65536, 1.888278e+12
131072, 1.566789e+12
131072, 1.289382e+12
131072, 1.423062e+12
262144, 2.201422e+12
262144, 2.325924e+12
262144, 2.310837e+12
524288, 2.311730e+12
524288, 2.340844e+12
524288, 2.338651e+12
1048576, 2.345612e+12
1048576, 2.366620e+12
1048576, 2.346606e+12
2097152, 2.359751e+12
2097152, 2.367903e+12
2097152, 2.345958e+12
