64, 1.904161e-01, 2.081169e+09
64, 1.942160e-01, 2.040450e+09
64, 1.839881e-01, 2.153878e+09
128, 1.847060e-01, 4.274383e+09
128, 1.952939e-01, 4.042645e+09
128, 1.955090e-01, 4.038199e+09
256, 1.943560e-01, 8.108503e+09
256, 2.129922e-01, 7.399032e+09
256, 1.953931e-01, 8.065465e+09
512, 1.866570e-01, 1.686945e+10
512, 1.992321e-01, 1.580468e+10
512, 2.122500e-01, 1.483534e+10
1024, 1.885409e-01, 3.338547e+10
1024, 1.943760e-01, 3.238326e+10
1024, 1.826930e-01, 3.445413e+10
2048, 2.009029e-01, 6.264709e+10
2048, 1.892400e-01, 6.650806e+10
2048, 1.909752e-01, 6.590377e+10
4096, 1.959610e-01, 1.284383e+11
4096, 2.083869e-01, 1.207796e+11
4096, 2.063570e-01, 1.219677e+11
8192, 2.328279e-01, 2.161885e+11
8192, 2.156651e-01, 2.333930e+11
8192, 2.145059e-01, 2.346542e+11
16384, 2.245488e-01, 4.483050e+11
16384, 2.257950e-01, 4.458308e+11
16384, 2.261791e-01, 4.450737e+11
32768, 2.674181e-01, 7.528646e+11
32768, 2.810030e-01, 7.164680e+11
32768, 2.839561e-01, 7.090170e+11
65536, 3.572688e-01, 1.127040e+12
65536, 3.673952e-01, 1.095976e+12
65536, 3.581412e-01, 1.124295e+12
131072, 5.384140e-01, 1.495707e+12
131072, 5.440359e-01, 1.480251e+12
131072, 5.457921e-01, 1.475488e+12
262144, 8.886368e-01, 1.812457e+12
262144, 8.876770e-01, 1.814417e+12
262144, 8.829720e-01, 1.824085e+12
524288, 1.659115e+00, 1.941534e+12
524288, 1.667238e+00, 1.932075e+12
524288, 1.672684e+00, 1.925784e+12
1048576, 3.105522e+00, 2.074516e+12
1048576, 3.127573e+00, 2.059889e+12
1048576, 3.134875e+00, 2.055091e+12
2097152, 5.943506e+00, 2.167896e+12
2097152, 5.996566e+00, 2.148714e+12
2097152, 5.909022e+00, 2.180548e+12
4194304, 1.187523e+01, 2.170046e+12
4194304, 1.189591e+01, 2.166274e+12
4194304, 1.176706e+01, 2.189996e+12
8388608, 2.319167e+01, 2.222333e+12
8388608, 2.320563e+01, 2.220996e+12
8388608, 2.305783e+01, 2.235233e+12
16777216, 4.626175e+01, 2.228174e+12
16777216, 4.582524e+01, 2.249398e+12
16777216, 4.505034e+01, 2.288090e+12
33554432, 8.931144e+01, 2.308309e+12
33554432, 9.107205e+01, 2.263685e+12
33554432, 9.000074e+01, 2.290630e+12
67108864, 1.813915e+02, 2.273078e+12
67108864, 1.850149e+02, 2.228561e+12
67108864, 1.828906e+02, 2.254445e+12
134217728, 3.608884e+02, 2.285010e+12
134217728, 3.656830e+02, 2.255051e+12
134217728, 3.684914e+02, 2.237864e+12
