64, 1.286497e+08
64, 8.176302e+09
64, 1.288364e+08
128, 1.684378e+10
128, 1.770623e+10
128, 1.671750e+10
256, 3.230340e+10
256, 3.388000e+10
256, 3.378027e+10
512, 6.547401e+10
512, 6.313683e+10
512, 1.017321e+09
1024, 1.150498e+11
1024, 8.815551e+10
1024, 1.181339e+11
2048, 4.067365e+09
2048, 2.073199e+11
2048, 2.073834e+11
4096, 8.076002e+09
4096, 3.295220e+11
4096, 3.035207e+11
8192, 2.308191e+11
8192, 4.778505e+11
8192, 4.640001e+11
16384, 5.841508e+11
16384, 5.776771e+11
16384, 5.936293e+11
32768, 6.798491e+11
32768, 6.789341e+11
32768, 6.769420e+11
65536, 7.330792e+11
65536, 7.300248e+11
65536, 9.763622e+10
131072, 7.425236e+11
131072, 7.475821e+11
131072, 7.358981e+11
262144, 7.596434e+11
262144, 7.606639e+11
262144, 7.631183e+11
524288, 7.856020e+11
524288, 7.711277e+11
524288, 7.872685e+11
1048576, 7.825760e+11
1048576, 3.372925e+11
1048576, 7.970311e+11
2097152, 7.987408e+11
2097152, 7.909093e+11
2097152, 6.740190e+11
4194304, 7.889000e+11
4194304, 7.963770e+11
4194304, 7.954553e+11
8388608, 7.935076e+11
8388608, 7.824032e+11
8388608, 7.780294e+11
16777216, 7.944415e+11
16777216, 7.936526e+11
16777216, 7.910324e+11
33554432, 7.892083e+11
33554432, 7.860610e+11
33554432, 7.899669e+11
67108864, 7.919493e+11
67108864, 7.926815e+11
67108864, 7.907597e+11
134217728, 7.952357e+11
134217728, 7.922902e+11
134217728, 7.909527e+11
