64, 8.673906e-02, 4.568737e+09
64, 1.009700e-01, 3.924808e+09
64, 9.300804e-02, 4.260793e+09
128, 9.836102e-02, 8.026595e+09
128, 9.862399e-02, 8.005192e+09
128, 8.092523e-02, 9.755969e+09
256, 1.050520e-01, 1.500149e+10
256, 9.689307e-02, 1.626469e+10
256, 9.578705e-02, 1.645250e+10
512, 1.152480e-01, 2.732196e+10
512, 1.074860e-01, 2.929498e+10
512, 3.086741e-01, 1.020105e+10
1024, 1.661100e-01, 3.789372e+10
1024, 1.650181e-01, 3.814447e+10
1024, 1.299920e-01, 4.842242e+10
2048, 1.737919e-01, 7.241986e+10
2048, 1.359758e-01, 9.256044e+10
2048, 1.821778e-01, 6.908627e+10
4096, 1.456800e-01, 1.727684e+11
4096, 2.057929e-01, 1.223021e+11
4096, 2.166529e-01, 1.161715e+11
8192, 2.763870e-01, 1.821168e+11
8192, 3.390112e-01, 1.484751e+11
8192, 1.607411e-01, 3.131416e+11
16384, 2.011821e-01, 5.003743e+11
16384, 1.352179e-01, 7.444751e+11
16384, 1.203499e-01, 8.364476e+11
32768, 1.787419e-01, 1.126371e+12
32768, 2.194161e-01, 9.175700e+11
32768, 1.897619e-01, 1.060959e+12
65536, 3.418791e-01, 1.177774e+12
65536, 3.514369e-01, 1.145743e+12
65536, 3.618209e-01, 1.112861e+12
131072, 7.126660e-01, 1.129996e+12
131072, 6.897869e-01, 1.167476e+12
131072, 6.653330e-01, 1.210385e+12
262144, 1.333250e+00, 1.208037e+12
262144, 1.342504e+00, 1.199710e+12
262144, 1.336245e+00, 1.205330e+12
524288, 2.668909e+00, 1.206946e+12
524288, 2.662454e+00, 1.209872e+12
524288, 2.671007e+00, 1.205998e+12
1048576, 5.315533e+00, 1.212005e+12
1048576, 5.317905e+00, 1.211465e+12
1048576, 5.321066e+00, 1.210745e+12
2097152, 1.060542e+01, 1.214935e+12
2097152, 1.060377e+01, 1.215125e+12
2097152, 1.060748e+01, 1.214700e+12
4194304, 2.120434e+01, 1.215308e+12
4194304, 2.127229e+01, 1.211426e+12
4194304, 2.127295e+01, 1.211388e+12
8388608, 4.244746e+01, 1.214198e+12
8388608, 4.246949e+01, 1.213568e+12
8388608, 4.246550e+01, 1.213682e+12
16777216, 8.481838e+01, 1.215293e+12
16777216, 8.485686e+01, 1.214742e+12
16777216, 8.517635e+01, 1.210186e+12
33554432, 1.693499e+02, 1.217352e+12
33554432, 1.693430e+02, 1.217402e+12
33554432, 1.694111e+02, 1.216912e+12
67108864, 3.387729e+02, 1.217089e+12
67108864, 3.386291e+02, 1.217606e+12
67108864, 3.385551e+02, 1.217872e+12
134217728, 6.774156e+02, 1.217323e+12
134217728, 6.776900e+02, 1.216830e+12
134217728, 6.776302e+02, 1.216938e+12
